=== DVD Bounce Heading Selection ===
DVD heading selections so far: 5
Successful interaction entries: 2
Completed 30 s interactions: 2
Abandoned before interaction: 0
Abandoned after interaction: 0
Cooldown ignored detections: 17
Current human phase: APPROACH
Reposition commits: 0
Settle successes: 2

Open beam rule: inf OR range >= 4.5000 m
Minimum accepted sector width: 18.0000 deg
Sector edge margin: 8.0000 deg
Preferred bounce band: +/-55.0000 to +/-150.0000 deg
Fallback bounce band: +/-35.0000 to +/-165.0000 deg

Accepted open sectors: 2
Widest open sector beams: 208
Preferred left candidates: 116
Preferred right candidates: 102
Fallback candidates: 288

=== Result ===
Selected behaviour: preferred random side-bounce
Selected side: right/negative
Selected index: 123
Selected angle: -118.4144 deg
Representative range: 4.7639 m

=== Laser Scan Values ===
  [ 256]  angle= -51.8219 deg  range=2.7217 m  open=no  preferred=no
  [ 257]  angle= -51.3212 deg  range=2.7155 m  open=no  preferred=no
  [ 258]  angle= -50.8206 deg  range=2.7095 m  open=no  preferred=no
  [ 259]  angle= -50.3199 deg  range=2.7038 m  open=no  preferred=no
  [ 260]  angle= -49.8192 deg  range=2.6983 m  open=no  preferred=no
  [ 261]  angle= -49.3185 deg  range=2.6930 m  open=no  preferred=no
  [ 262]  angle= -48.8178 deg  range=2.6880 m  open=no  preferred=no
  [ 263]  angle= -48.3171 deg  range=2.6832 m  open=no  preferred=no
  [ 264]  angle= -47.8164 deg  range=2.6786 m  open=no  preferred=no
  [ 265]  angle= -47.3157 deg  range=2.6742 m  open=no  preferred=no
  [ 266]  angle= -46.8150 deg  range=2.6700 m  open=no  preferred=no
  [ 267]  angle= -46.3143 deg  range=2.6661 m  open=no  preferred=no
  [ 268]  angle= -45.8136 deg  range=2.6624 m  open=no  preferred=no
  [ 269]  angle= -45.3129 deg  range=2.6589 m  open=no  preferred=no
  [ 270]  angle= -44.8122 deg  range=2.6555 m  open=no  preferred=no
  [ 271]  angle= -44.3115 deg  range=inf m  open=yes  preferred=no
  [ 272]  angle= -43.8108 deg  range=inf m  open=yes  preferred=no
  [ 273]  angle= -43.3101 deg  range=inf m  open=yes  preferred=no
  [ 274]  angle= -42.8094 deg  range=inf m  open=yes  preferred=no
  [ 275]  angle= -42.3087 deg  range=inf m  open=yes  preferred=no
  [ 276]  angle= -41.8080 deg  range=inf m  open=yes  preferred=no
  [ 277]  angle= -41.3073 deg  range=inf m  open=yes  preferred=no
  [ 278]  angle= -40.8067 deg  range=inf m  open=yes  preferred=no
  [ 279]  angle= -40.3060 deg  range=inf m  open=yes  preferred=no
  [ 280]  angle= -39.8053 deg  range=inf m  open=yes  preferred=no
  [ 281]  angle= -39.3046 deg  range=inf m  open=yes  preferred=no
  [ 282]  angle= -38.8039 deg  range=inf m  open=yes  preferred=no
  [ 283]  angle= -38.3032 deg  range=inf m  open=yes  preferred=no
  [ 284]  angle= -37.8025 deg  range=2.6310 m  open=no  preferred=no
  [ 285]  angle= -37.3018 deg  range=2.6307 m  open=no  preferred=no
  [ 286]  angle= -36.8011 deg  range=2.6307 m  open=no  preferred=no
  [ 287]  angle= -36.3004 deg  range=2.6309 m  open=no  preferred=no
  [ 288]  angle= -35.7997 deg  range=2.6312 m  open=no  preferred=no
  [ 289]  angle= -35.2990 deg  range=2.6318 m  open=no  preferred=no
